         1         2         3         4         5         
12345678901234567890123456789012345678901234567890123456789
-----------------------------------------------------------
LABEL           |RA        |Dec        |Mag |C|PMRA |PMDEC|
-----------------------------------------------------------
SAO96503          91.7654166-34.31194444 5.83B4+0.003+0.003
Pi 1Col           91.6708333-42.29861111 6.12Am-0.033+0.003
SAO25613          92.9416666+52.64722222 6.30A5+0.011-0.070
3 Gem             92.4333333+23.11333333 5.75B2+0.007-0.001
SAO13507          92.2412500 +2.49944444 5.73A3+0.004-0.020
41 Aur            92.9020833+48.71305555 6.82A8+0.012-0.066
41 Aur            92.9025000+48.71111111 6.09A3+0.019-0.050
The Col           91.8816666-37.25305555 5.02B9+0.002-0.005
SAO17724          91.7579166-45.09138888 6.51K1+0.085+0.044
SAO32900          92.4008333 -5.71111111 6.17F3+0.058+0.014
SAO71293          92.2412500-22.42750000 5.50A0+0.002-0.039
Pi 2Col           91.9704166-42.15388888 5.50A0+0.001-0.014
SAO51173          92.3345833-18.12611111 6.35B9+0.013-0.015
SAO51178          92.3929166-14.58416666 5.56K2-0.047+0.045
SAO95337          92.7575000+18.12944444 6.33K1-0.002-0.047
5 Gem             92.8845833+24.42027777 5.80K0-0.004-0.054
SAO71317          92.4495833-22.77416666 5.71F6+0.080+0.067
SAO17735          92.1441666-44.35611111 6.27B8-0.013+0.010
SAO25630          93.4387500+51.17250000 6.04K1-0.007-0.065
SAO58852          93.0837500+32.69333333 5.78M2-0.008-0.001
SAO78092          92.9641666+21.86861111 6.56M0+0.002+0.015
SAO95352          92.8662500+13.63861111 6.04A0-0.005-0.017
SAO71318          92.4466666-26.70083333 6.27G8-0.007+0.021
68 Ori            93.0054166+19.79055555 5.75B9-0.001-0.012
Eta1Dor           91.5391666-66.03972222 5.71A0+0.017+0.027
SAO32924          92.7554166 -6.75416666 6.15A0+0.004-0.003
SAO49451          91.7641666-62.15472222 5.05K2+0.018-0.072
6 Gem             93.0795833+22.90833333 6.39M1+0.002-0.004
69 Ori            93.0137500+16.13055555 4.95B5+0.009-0.014
70Xi Ori          92.9850000+14.20888888 4.48B3+0.003-0.020
SAO71339          92.6441666-27.15416666 5.72K1-0.016-0.046
40 Cam            93.9191666+59.99916666 5.35K3+0.033-0.021
SAO32941          92.9320833 -4.66555555 6.18B9-0.011-0.009
SAO17753          92.5429166-40.35361111 5.58M2-0.026+0.076
SAO17747          92.3470833-49.56277777 6.49F7-0.024+0.080
SAO32944          92.9658333 -6.55027777 5.05B2-0.005-0.005
SAO71356          92.8062500-26.48222222 6.09A0-0.017+0.003
SAO95397          93.3891666+18.68027777 6.58B8+0.023-0.017
SAO95394          93.3025000+10.62750000 6.45G2+0.092-0.285
SAO13788          94.7116666+69.31972222 4.80A0+0.002-0.107
SAO32965          93.1850000 -2.50444444 6.62A2-0.045+0.012
SAO17758          92.6662500-45.28194444 6.31A0+0.005+0.005
Del Pic           92.5745833-54.96861111 4.81B3-0.003+0.005
SAO51227          93.1929166-17.76305555 6.52B3-0.008+0.017
SAO95419          93.6191666+17.90638888 5.88A5-0.009-0.012
1 Lyn             94.4783333+61.51527777 4.98M3-0.014-0.006
7Eta Gem          93.7191666+22.50666666 3.28M3-0.068-0.012
SAO58905          93.9125000+36.14861111 6.92F4-0.065+0.003
SAO32994          93.4762500 -3.74138888 5.83G8-0.011+0.025
44Kap Aur         93.8445833+29.49805555 4.35G8-0.073-0.262
71 Ori            93.7120833+19.15638888 5.20F6-0.098-0.188
Nu Dor            92.1841666-68.84333333 5.06B8-0.052+0.018
SAO95444          93.7854166+13.85111111 5.91B1+0.023+0.006
72 Ori            93.8545833+16.14305555 5.30B7+0.003-0.012
SAO33003          93.6529166 -4.56833333 5.83B5-0.008+0.006
SAO71428          93.4379166-23.86194444 6.39G5-0.069+0.118
SAO71425          93.3887500-29.39611111 6.54B7-0.025-0.013
5Gam Mon          93.7137500 -6.27472222 3.98K1-0.008-0.019
42 Aur            94.3945833+46.42416666 6.52F0-0.043+0.019
73 Ori            93.9375000+12.55111111 5.33B9-0.001+0.001
8 Gem             94.0791666+23.97000000 6.08G8-0.015-0.009
SAO13650          93.9170833 +6.06611111 6.07B6-0.008-0.024
SAO13653          93.9458333 +4.28361111 6.64B3-0.001-0.004
SAO33028          93.8929166 -0.51222222 5.65F6-0.158-0.219
SAO33027          93.8737500 -4.91527777 5.99A5+0.025-0.045
SAO95473          94.0991666+17.18138888 6.39K5-0.002-0.014
SAO13656          93.9750000 +1.16916666 6.37F5-0.005+0.034
SAO33029          93.8583333 -9.03527777 6.10B9-0.035+0.015
2 Lyn             94.9058333+59.01083333 4.48A2-0.008+0.026
43 Aur            94.5704166+46.36055555 6.38K2+0.012-0.126
9 Gem             94.2445833+23.74083333 6.25B3 0.000-0.001
74 Ori            94.1108333+12.27222222 5.04F5+0.082+0.186
SAO71458          93.7850000-20.27222222 5.91K0+0.005+0.030
SAO51274          93.8229166-18.47666666 5.99K0+0.016-0.048
SAO51283          93.9370833-13.71833333 5.01B9+0.011-0.009
Eta2Dor           92.8125000-65.58944444 5.01M2-0.026+0.112
SAO13668          94.0883333 +1.08027777 6.63B6+0.016-0.008
75 Ori            94.2775000 +9.94250000 5.39A2+0.007-0.061
SAO13673          94.2433333 +7.05305555 6.57B7-0.011+0.009
SAO51294          94.0320833-16.61777777 5.92B2-0.002+0.008
SAO95494          94.3887500+14.05833333 6.59A0 0.000-0.012
SAO13683          94.3170833 +5.10027777 5.71F9-0.216+0.159
SAO71482          93.9883333-29.78833333 6.67K4+0.004+0.008
SAO95502          94.5233333+14.38277777 6.16A3-0.007+0.004
SAO71502          94.2645833-22.71500000 6.07G0+0.119-0.251
6 Mon             94.3966666-10.72527777 6.75F0-0.002-0.007
Kap Col           94.1379166-35.14055555 4.37K0 0.000+0.086
4 Lyn             95.5150000+59.37222222 5.94A3-0.001+0.004
SAO95519          94.7575000+17.32500000 6.32B9-0.009-0.009
SAO13710          94.6687500 +9.04722222 6.24K0+0.030-0.044
SAO51322          94.4237500-16.81583333 5.14K3-0.011+0.008
Alp Men           92.5600000-74.75305555 5.09G6+0.118-0.213
SAO96646          94.1483333-39.26444444 6.00A2-0.013-0.022
SAO96653          94.2550000-37.73750000 5.53K1+0.002+0.081
45 Aur            95.4420833+53.45222222 5.36F5+0.020-0.084
SAO96659          94.2895833-37.25305555 5.87A3-0.011-0.010
SAO51334          94.5570833-19.96694444 5.52B2-0.005+0.007
SAO33091          94.7108333 -9.39027777 5.36K1+0.003-0.033
SAO51346          94.7033333-15.02472222 6.06M0-0.003+0.022
SAO95543          95.0175000+14.65111111 5.69K3-0.003-0.014
SAO33098          94.7829166 -8.58638888 6.22B9-0.022-0.010
SAO71549          94.7458333-20.92611111 5.81B4-0.009-0.009
SAO78259          95.3004166+29.54111111 6.43A1+0.035-0.039
7 Mon             94.9283333 -7.82305555 5.27B2-0.004 0.000
SAO34418          94.0770833-59.21361111 6.43G0-0.057-0.325
SAO33118          94.9983333 -2.94444444 4.90M1-0.013+0.004
SAO95563          95.2179166+11.75638888 6.54B5+0.023+0.003
SAO95572          95.3579166+17.76361111 6.35G9+0.019-0.039
SAO34430          94.4654166-52.73305555 6.41K2+0.003-0.006
SAO96686          94.9208333-34.39666666 5.78B9+0.014+0.001
SAO13758          95.3575000 +2.26861111 6.31A4-0.016-0.026
SAO34442          94.6950000-50.35916666 7.04G2+0.006+0.003
1Zet CMa          95.0783333-30.06333333 3.02B2+0.009+0.003
SAO56285          93.7745833-71.70277777 6.64F8-0.025+0.061
SAO51401          95.3529166-11.77333333 5.64B1-0.009-0.005
SAO5861           97.0608333+70.53555555 5.97A4+0.002+0.023
13Mu Gem          95.7400000+22.51361111 2.88M3+0.054-0.111
SAO95599          95.6520833+12.57000000 6.00F0-0.033-0.037
SAO96707          95.1512500-34.14388888 5.53B1+0.005+0.028
46Psi1Aur         96.2245833+49.28805555 4.91K5-0.002-0.001
SAO17861          95.0254166-48.74111111 6.60G3+0.231-0.271
SAO25731          96.6075000+56.28500000 5.64A3-0.026+0.022
SAO13801          95.8270833 +3.76444444 6.40B3+0.006-0.013
5 Lyn             96.7037500+58.41722222 5.21K4-0.005-0.009
2Bet CMa          95.6750000-17.95583333 1.98B1-0.006 0.000
SAO33199          95.8445833 -4.68722222 6.67A2-0.013-0.007
Del Col           95.5283333-33.43638888 3.85G7-0.024-0.055
SAO78333          96.2191666+29.70722222 6.71B8-0.032-0.009
8Eps Mon          95.9420833 +4.59277777 4.44A5-0.018+0.011
SAO13811          95.9437500 +4.59555555 6.72F5-0.021-0.010
SAO13817          96.0095833 +8.88472222 6.26B8-0.005-0.018
SAO33203          95.9000000 -9.87444444 6.19K5+0.008+0.018
SAO95641          96.2204166+16.05694444 6.33G9+0.040-0.046
SAO51450          95.9416666-15.07166666 6.24K2-0.015-0.007
SAO78349          96.3870833+23.32694444 6.06A2-0.010-0.023
SAO51458          96.0429166-11.53027777 5.22K3-0.054-0.035
SAO51453          95.9483333-19.78527777 6.60B8-0.017+0.014
SAO96759          95.8100000-31.79000000 6.34G8-0.056+0.013
SAO95659          96.3670833+14.72194444 6.24C5-0.014-0.002
SAO51461          96.0854166-12.96250000 6.12B5-0.012-0.012
SAO13845          96.3045833 +7.08583333 5.98F7+0.017+0.004
SAO71688          95.9829166-25.57777777 5.63K5+0.008-0.042
SAO13855          96.3266666 +1.50111111 6.66B9-0.017-0.011
SAO33229          96.3183333 -0.94611111 5.87F8+0.224-0.225
SAO41109          96.9629166+47.40527777 6.56A0-0.004+0.020
SAO13868          96.4441666 +2.27222222 6.51A0+0.005-0.002
SAO96774          96.0041666-36.70777777 5.62G6-0.015+0.055
SAO33238          96.4462500 -3.88916666 6.35G9-0.020-0.005
SAO71711          96.1829166-28.78000000 6.39G2-0.159-0.115
SAO59096          96.8979166+32.56305555 6.43K0-0.002-0.058
Nu Pic            95.7325000-56.37000000 5.61Am-0.034-0.024
SAO33246          96.4950000 -7.89416666 6.40A4-0.004+0.019
SAO34475          95.9070833-52.18111111 5.98G8-0.025-0.023
SAO17910          96.1854166-40.28416666 6.31B9-0.003-0.009
SAO33260          96.6650000 -1.50722222 5.87A3-0.007-0.026
SAO33257          96.6437500 -4.59722222 6.15B2+0.007-0.002
Alp Car           95.9879166-52.69583333-0.72F0+0.022+0.021
SAO13896          96.7445833 +0.84083333 6.71A1-0.020-0.004
SAO33263          96.6870833 -7.51138888 6.27A0+0.006-0.001
SAO96805          96.3745833-35.06388888 6.25K3-0.005-0.035
16 Gem            96.9858333+20.49611111 6.22A2-0.035+0.007
6 Lyn             97.6966666+58.16277777 5.88K0-0.026-0.335
48 Aur            97.1420833+30.49305555 5.55F8+0.002-0.013
SAO13906          96.8350000 +2.90805555 5.55G9-0.046+0.008
SAO13905          96.8075000 +0.29916666 5.20K1+0.007-0.008
SAO33269          96.8150000 -0.27611111 5.55K5 0.000-0.008
SAO34482          95.9454166-58.54388888 6.48A3+0.010+0.021
SAO49531          95.7554166-63.68305555 6.27M1-0.024+0.013
47 Aur            97.5125000+46.68555555 5.90K4-0.006+0.003
SAO78417          97.2358333+26.96777777 6.47F5+0.116-0.067
SAO95719          97.1166666+16.23833333 6.23G5-0.095-0.047
SAO34488          96.2008333-52.80638888 6.51K5-0.007+0.002
SAO95718          97.0783333+10.30388888 6.15K2+0.026-0.039
18Nu Gem          97.2408333+20.21222222 4.15B6-0.007-0.014
10 Mon            96.9900000 -4.76222222 5.06B2-0.005-0.001
SAO49535          96.0570833-60.28111111 5.80A0-0.041+0.036
SAO5911          100.0700000+79.59944444 6.54A1+0.001+0.017
SAO13929          97.0700000 +1.91222222 6.48B9-0.002-0.027
SAO17922          96.4316666-48.17722222 5.76B9-0.005-0.032
SAO71774          96.7966666-25.85666666 6.07F9-0.186-0.218
SAO1043          101.1258333+82.11527777 6.65A5+0.010-0.052
SAO95732          97.2500000+11.01944444 6.59A9-0.027-0.010
Pi 1Dor           95.6591666-69.98416666 5.56K5+0.020+0.029
SAO96842          96.7812500-37.89555555 6.48F3-0.011+0.042
SAO49539          96.1095833-63.42888888 6.46G3-0.007-0.103
SAO13940          97.3120833 +2.64611111 6.16M1+0.009-0.040
11Bet Mon         97.2041666 -7.03277777 4.60B3-0.017 0.000
11Bet Mon         97.2062500 -7.03444444 5.40B3-0.017+0.005
11Bet Mon         97.2062500 -7.03444444 5.60B3-0.016+0.005
SAO51546          97.1554166-17.46611111 5.77G5-0.007+0.004
SAO49542          96.2316666-63.82777777 6.27B6-0.014+0.026
Lam CMa           97.0420833-32.58000000 4.48B4-0.018+0.024
SAO13957          97.5229166 +9.02916666 6.57A0-0.017-0.026
SAO5919          100.1200000+77.99583333 5.73K5+0.009-0.012
SAO96861          97.1633333-32.37111111 5.74B4-0.003+0.017
SAO5909           99.4787500+73.69555555 6.24F2-0.155-0.018
SAO95765          97.7920833+16.93861111 6.20K2+0.001-0.049
SAO51573          97.5470833-10.08138888 5.93K0-0.011+0.002
SAO17951          97.1762500-41.07444444 6.32F2+0.030+0.028
SAO34519          96.7666666-58.00222222 5.82K3-0.015-0.014
SAO95766          97.7895833+11.25083333 6.14B2-0.005-0.016
19 Gem            97.9058333+15.90333333 6.40A8-0.016-0.015
SAO59194          98.1133333+32.45472222 5.87A3-0.031-0.022
SAO51585          97.6445833-13.14805555 6.16B1-0.024+0.002
SAO95783          97.9133333+11.79222222 6.65B6-0.030-0.012
SAO95788          97.9512500+11.54444444 5.23A3+0.013+0.032
7 Lyn             98.6366666+55.35305555 6.45K0+0.002+0.004
Pi 2Dor           96.3691666-69.69027777 5.38G8-0.016+0.195
SAO95803          98.0970833+11.67361111 6.03K0+0.010-0.031
SAO51602          97.8458333-12.39166666 5.15K3+0.040-0.016
SAO71866          97.6929166-27.76944444 5.93B2-0.007+0.011
SAO33369          97.9587500 -8.15805555 5.43K2-0.012-0.008
12 Mon            98.0800000 +4.85583333 5.84K0-0.037-0.006
SAO59222          98.4279166+33.02416666 6.42A3+0.011+0.010
SAO34539          97.4545833-50.23916666 5.27F2-0.054-0.058
13 Mon            98.2258333 +7.33305555 4.50A0-0.001-0.006
SAO33382          98.0962500 -5.86888888 5.60F0-0.001-0.042
4Xi 1CMa          97.9637500-23.41833333 4.33B0-0.006+0.012
SAO96897          97.8041666-35.25916666 5.84G8-0.011 0.000
SAO34541          97.3687500-56.85277777 5.22K0-0.040+0.031
SAO17986          97.7491666-40.91638888 6.20K3-0.017 0.000
SAO95830          98.4004166+14.15527777 5.53K2-0.019-0.085
SAO51625          98.1954166-11.16638888 6.24G9-0.007+0.001
SAO96906          97.8958333-36.94000000 6.34M1+0.005+0.072
8 Lyn             99.4225000+61.48111111 5.94G8-0.209-0.274
SAO33404          98.4079166 -1.22027777 5.10B5-0.003-0.021
SAO5925          100.1341666+71.74888888 5.92K0-0.002+0.015
SAO96919          98.1625000-32.03055555 5.69B2-0.001-0.002
49 Aur            98.8004166+28.02222222 5.27A0-0.002-0.015
SAO96917          98.0887500-37.69666666 5.24G8+0.065-0.077
SAO34551          97.8262500-51.82611111 5.60F8+0.105+0.094
SAO5946          101.5587500+79.56472222 5.45F8-0.102-0.604
11 Lyn            99.4104166+56.85750000 5.85A2 0.000+0.012
SAO71940          98.3608333-20.92388888 6.40G5-0.030-0.026
14 Mon            98.6933333 +7.57250000 6.45A0-0.010-0.004
SAO59280          99.1370833+38.44527777 5.29C5+0.005-0.026
SAO95870          98.8233333 +9.98833333 5.88K4-0.001-0.010
SAO96930          98.2929166-38.62527777 6.44G8+0.006-0.022
SAO49568          97.5125000-65.56833333 6.29F0+0.002+0.058
SAO14097          98.8158333 +0.89000000 5.80B8-0.001-0.006
SAO49572          97.7941666-61.87972222 6.15B3-0.013+0.008
SAO96945          98.4562500-36.23222222 5.42K3-0.014+0.094
Mu Pic            97.9933333-58.75416666 5.70B9+0.004-0.011
SAO14115          9900000000 +4.49750000 6.55B9-0.021-0.005
5Xi 2CMa          98.7641666-22.96472222 4.54A0+0.011+0.016
SAO96955          98.6470833-32.71638888 5.62B8+0.005-0.001
SAO34574          98.3587500-52.32888888 6.19G8-0.044+0.040
SAO78557          99.3633333+24.59083333 6.44A3-0.016+0.008
SAO33469          99.1470833 -5.21111111 5.52B8 0.000-0.017
51 Aur            99.6645833+39.39083333 5.69K5-0.023-0.109
52Psi3Aur         99.7050000+39.90250000 5.20B8-0.009-0.012
24Gam Gem         99.4279166+16.39916666 1.93A0+0.042-0.042
SAO14146          99.3504166 +6.13527777 6.06O8+0.006-0.001
6Nu 1CMa          99.0950000-18.66000000 5.70G8-0.011+0.017
SAO96978          98.8504166-36.78000000 5.59A0-0.011+0.018
53 Aur            99.5958333+28.98416666 5.79B9-0.021-0.021
SAO95914          99.4037500+10.85305555 6.38K0-0.039-0.039
50Psi2Aur         99.8329166+42.48888888 4.79K3+0.006-0.058
SAO51700          99.1945833-13.32083333 5.97K5+0.011-0.023
7Nu 2CMa          99.1708333-19.25583333 3.95K1+0.059-0.062
SAO14154          99.4179166 +2.70416666 6.17K1-0.038-0.049
SAO96987          98.9750000-36.08888888 6.35G0-0.058-0.095
SAO14162          99.4695833 +4.95722222 6.15B1-0.004+0.020
SAO72021          99.1704166-22.61500000 6.35B5-0.031-0.006
SAO41245          99.9916666+44.01388888 6.41K1+0.033-0.003
SAO34589          98.7441666-52.97555555 4.39A0-0.003+0.007
SAO78586          99.7720833+22.03083333 6.04G9+0.011-0.025
SAO51725          99.4204166-12.98500000 6.12K0+0.030-0.124
54 Aur            99.8879166+28.26305555 6.03B7-0.006-0.014
SAO78596          99.8808333+24.60000000 6.38F8+0.006+0.084
SAO33511          99.5854166 -2.54361111 6.14K2-0.018+0.015
SAO14194          99.7062500 +4.70055555 6.57B8+0.012-0.008
SAO14191          99.6587500 +1.61361111 6.21O9-0.007-0.005
8Nu 3CMa          99.4725000-18.23750000 4.43K1-0.010-0.007
SAO97011          99.2579166-38.14666666 6.04K0+0.006+0.040
SAO18060          99.2137500-41.55694444 6.34K0+0.008+0.008
SAO97014          99.3075000-36.99055555 5.71B7-0.014+0.017
SAO97019          99.4483333-32.33972222 5.27K2+0.105+0.068
SAO51737          99.6475000-16.87361111 6.03A1-0.008-0.023
SAO95963          99.9483333+12.98305555 5.97A2-0.034-0.001
SAO51751          99.8195833-14.14583333 4.82K2+0.004-0.004
Nu Pup            99.4404166-43.19611111 3.17B8+0.002-0.006
SAO59365         100.4070833+35.93194444 6.46F8-0.017-0.022
25 Gem           100.3375000+28.19638888 6.42G5+0.008-0.009
SAO14244         100.1325000 +6.37166666 6.51B8-0.029+0.012
SAO72102          99.9012500-23.69555555 6.05A0+0.013-0.002
15 Mon           100.2445833 +9.89555555 4.66O7+0.003-0.006
SAO95996         100.3408333+16.39750000 6.28A1-0.022-0.008
SAO95997         100.3216666+11.00333333 6.11M1-0.002+0.009
55Psi4Aur        100.7708333+44.52444444 5.02K5-0.042-0.028
SAO97057          99.9279166-30.47027777 5.71K0-0.006-0.182
SAO14269         100.2725000 +0.49527777 5.79B8-0.016-0.003
SAO18093          99.6566666-48.22027777 4.93G8+0.008+0.012
SAO25916         101.0483333+53.29638888 6.27K0+0.050-0.177
SAO59406         100.8075000+37.14694444 6.19K0+0.036-0.041
SAO97064          99.9870833-38.15888888 6.58K1+0.056-0.027
26 Gem           100.6012500+17.64527777 5.21A2+0.005-0.087
SAO14293         100.4970833 +6.34500000 6.37O6+0.010-0.006
SAO49604          99.5025000-61.53305555 6.18G1-0.011+0.084
SAO33585         100.4850000 -9.16722222 5.19M0+0.043-0.040
12 Lyn           101.5587500+59.44166666 4.87A3-0.023-0.002
SAO59425         101.0525000+36.10972222 6.31A2+0.014+0.014
NOVA 1903          000000000 +0000000000                   
27Eps Gem        100.9829166+25.13111111 2.98G8-0.006-0.013
SAO14312         100.7770833 +3.03333333 6.19K0-0.001-0.021
SAO18126         100.3087500-40.34972222 6.12B4-0.014+0.015
SAO18124         100.2054166-47.67472222 6.65M2-0.008-0.009
13 Lyn           101.7062500+57.16916666 5.35K0+0.012-0.038
30 Gem           100.9970833+13.22777777 4.49K0-0.003-0.058
SAO14324         100.9112500 +3.93222222 5.90B0+0.006-0.006
28 Gem           101.1895833+28.97083333 5.44K4-0.004-0.026
SAO72204         100.6908333-22.44916666 6.13F0-0.085+0.078
SAO97108         100.5683333-38.39861111 6.29A3-0.015+0.005
56Psi5Aur        101.6845833+43.57750000 5.25G0-0.002+0.165
31Xi Gem         101.3225000+12.89555555 3.36F5-0.116-0.191
SAO25963         102.0537500+55.70444444 6.33F6+0.057-0.101
SAO25962         102.0512500+55.70444444 6.28F5+0.058-0.101
57Psi6Aur        101.9150000+48.78944444 5.22K0-0.001+0.006
SAO97134         100.8470833-39.19333333 6.30A8-0.001-0.019
32 Gem           101.4758333+12.69361111 6.46A9+0.001+0.002
42 Cam           102.7379166+67.57194444 5.14B4+0.002+0.002
9Alp CMa         101.2870833-16.71611111-1.46A1-0.553-1.205
